Tstart,Tinterval,ExtraSamples,RequestedLength,Length,A,B
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.243110448122025,-0.178228095173836
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.22510452568531,0.709860503673553
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.207098603248596,1.77556693553925
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.189092680811882,2.66426587104797
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.16658528149128,3.55235457420349
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.148579359054565,4.44044303894043
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.126071959733963,5.32914209365845
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.0990630835294724,6.03961324691772
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.0720541998744011,6.75069427490234
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.0450453199446201,7.46116542816162
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.0225379187613726,7.9940185546875
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.00897244177758694,8.52748203277588
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.035981323570013,9.06033515930176
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.062990203499794,9.23795318603516
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.0809961259365082,9.59318828582764
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.112506486475468,9.59318828582764
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.13501387834549,9.77080631256104
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.153019800782204,9.59318828582764
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.175527200102806,9.59318828582764
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.19353312253952,9.23795318603516
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.216040521860123,8.88271713256836
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.229544967412949,8.52748203277588
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.243049412965775,7.9940185546875
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.252052366733551,7.46116542816162
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.261055320501328,6.75069427490234
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.270058304071426,6.03961324691772
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.270058304071426,5.15152454376221
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.270058304071426,4.26282548904419
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.270058304071426,3.37473678588867
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.265556812286377,2.48603773117065
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.2565538585186,1.4203314781189
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.243049412965775,0.532242774963379
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.234046444296837,-0.533463537693024
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.22504349052906,-1.4221625328064
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.207037568092346,-2.31025123596191
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.184530168771744,-3.37656784057617
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.16652424633503,-4.26465654373169
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.139515370130539,-4.97573757171631
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.117007963359356,-5.86382627487183
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.0899990871548653,-6.5742974281311
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.062990203499794,-7.28537845611572
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.0314798429608345,-7.8182315826416
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,-0.00897244177758694,-8.35108470916748
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.0225379187613726,-8.88454818725586
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.0495468005537987,-9.23978424072266
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.0810571610927582,-9.41740131378174
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.108066044747829,-9.59501934051514
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.135074928402901,-9.77263736724854
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.157582327723503,-9.77263736724854
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.180089727044106,-9.41740131378174
-1.69263003613196e-07,1.59999999027605e-07,0,6250,6250,0.202597126364708,-9.41740131378174
