Tstart,Tinterval,ExtraSamples,RequestedLength,Length,A,B
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.180089727044106,-0.355845808982849
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.202597126364708,0.709860503673553
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.220603048801422,1.59794914722443
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.238608971238136,2.48603773117065
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.247611925005913,3.55235457420349
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.261116355657578,4.26282548904419
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.270119339227676,5.15152454376221
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.274620801210403,6.03961324691772
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.279122292995453,6.75069427490234
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.279122292995453,7.46116542816162
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.279122292995453,7.9940185546875
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.270119339227676,8.52748203277588
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.261116355657578,8.88271713256836
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.247611925005913,9.23795318603516
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.238608971238136,9.41557025909424
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.220603048801422,9.59318828582764
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.202597126364708,9.77080631256104
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.184591203927994,9.59318828582764
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.157582327723503,9.41557025909424
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.135074928402901,9.23795318603516
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.112567521631718,8.88271713256836
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.0810571610927582,8.52748203277588
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.063051238656044,7.9940185546875
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.0315408781170845,7.46116542816162
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.00453199865296483,6.75069427490234
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.0179754011332989,6.03961324691772
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.0449842810630798,5.15152454376221
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.0764946416020393,4.26282548904419
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.0990020483732224,3.55235457420349
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.121509447693825,2.66426587104797
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.148518323898315,1.59794914722443
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.16652424633503,0.709860503673553
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.184530168771744,-0.355845808982849
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.207037568092346,-1.4221625328064
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.22504349052906,-2.13263344764709
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.234046444296837,-3.19895005226135
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.243049412965775,-4.08703899383545
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.2565538585186,-4.97573757171631
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.265556812286377,-5.68620872497559
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.270058304071426,-6.5742974281311
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.270058304071426,-7.28537845611572
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.270058304071426,-7.8182315826416
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.265556812286377,-8.52870273590088
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.261055320501328,-8.88454818725586
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.252052366733551,-9.23978424072266
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.243049412965775,-9.41740131378174
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.22504349052906,-9.59501934051514
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.216040521860123,-9.77263736724854
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.19353312253952,-9.59501934051514
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.175527200102806,-9.59501934051514
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.153019800782204,-9.23978424072266
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.130512401461601,-9.06216621398926
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.0990020483732224,-8.52870273590088
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.0809961259365082,-8.1734676361084
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.0449842810630798,-7.64061403274536
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,-0.0179754011332989,-6.93014335632324
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.00903347879648209,-6.21906185150146
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.036042358726263,-5.33097314834595
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.063051238656044,-4.61989212036133
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.0900601223111153,-3.55418562889099
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.117069005966187,-2.84310436248779
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.144077882170677,-1.95501565933228
-2.10894995689159e-07,1.59999999027605e-07,0,6250,6250,0.16658528149128,-0.888698995113373
